sector,subsector,indicator_name,date,region_state,value,unit,frequency,source,notes
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1976-03-01,All India,1210.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1977-03-01,All India,1112.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1978-03-01,All India,1264.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1979-03-01,All India,1319.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1980-03-01,All India,1097.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1981-03-01,All India,1296.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1982-03-01,All India,1333.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1983-03-01,All India,1295.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1984-03-01,All India,1524.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1985-03-01,All India,1455.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1986-03-01,All India,1504.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
agriculture,foodgrains,"Foodgrain production — Total Foodgrains
(5+6)",1987-03-01,All India,1434.0,lakh tonnes,yearly,Agricultural Production - Foodgrains.xlsx,
